time,latitude,longitude,mag
2012-11-20T18:53:09.000Z,35.707,-97.463,2.7
2012-11-21T07:54:45.000Z,35.715,-97.457,2.5
2012-12-03T16:26:57.000Z,35.499,-97.341,2.5
2012-12-03T23:45:23.000Z,35.454,-96.529,2.5
2012-12-08T09:05:12.000Z,35.386,-96.492,2.6
2012-12-12T03:30:15.000Z,35.532,-96.759,3.1
2012-12-12T18:37:00.000Z,35.37,-96.496,3
2012-12-15T19:51:06.240Z,35.306,-100.067,2.7
2012-12-16T16:46:07.000Z,36.128,-96.855,3.1
2013-01-04T01:59:20.000Z,35.38,-96.515,3.5
2013-01-08T23:18:36.000Z,35.454,-97.275,2.9
2013-01-16T06:26:35.270Z,35.619,-97.337,3.2
2013-01-16T20:51:43.000Z,35.592,-97.356,3.2
2013-01-17T00:53:26.600Z,35.599,-97.345,2.8
2013-02-02T03:44:33.950Z,34.904,-97.427,2.7
2013-02-11T01:35:18.150Z,35.509,-97.239,2.5
2013-02-12T14:56:53.880Z,35.462,-96.539,2.5
2013-02-18T02:54:06.720Z,35.448,-97.259,2.6
2013-02-27T12:30:08.800Z,35.476,-97.234,2.5
2013-02-27T19:51:12.760Z,35.46,-97.335,3.5
2013-03-06T18:24:54.920Z,35.545,-96.719,3.4
2013-03-11T12:57:49.000Z,35.513,-96.808,2.5
2013-03-11T17:32:18.490Z,35.417,-96.548,3.2
2013-03-16T19:39:12.000Z,35.521,-96.783,3
2013-03-21T15:56:41.680Z,35.492,-97.381,3.3
2013-03-21T16:34:35.000Z,35.467,-97.396,3.2
2013-03-23T05:03:06.850Z,35.322,-96.504,2.9
2013-04-04T00:32:36.700Z,34.924,-95.958,2.8
2013-04-05T12:52:24.200Z,35.529,-97.12,2.5
2013-04-08T07:58:45.790Z,35.527,-97.111,2.8
2013-04-12T17:18:18.100Z,35.694,-97.459,2.5
2013-04-16T06:45:25.290Z,35.677,-97.094,2.9
2013-04-16T06:56:29.700Z,35.686,-97.089,4.4
2013-04-16T07:15:30.400Z,35.672,-97.108,3
2013-04-16T07:16:42.700Z,35.674,-97.106,3.6
2013-04-16T07:24:37.090Z,35.684,-97.09,2.5
2013-04-16T07:52:38.400Z,35.67,-97.109,2.6
2013-04-16T08:11:11.700Z,35.678,-97.089,2.7
2013-04-16T09:03:56.090Z,35.677,-97.105,2.6
2013-04-16T10:16:53.000Z,35.681,-97.098,4.2
2013-04-16T10:20:27.790Z,35.684,-97.093,3.3
2013-04-16T11:12:05.000Z,35.697,-97.067,2.5
2013-04-16T11:31:52.700Z,35.685,-97.082,2.5
2013-04-16T11:51:26.000Z,35.675,-97.08,2.8
2013-04-16T16:08:58.750Z,35.69,-97.092,2.5
